date,location,CAMERA,depth_G,depth_Etire,depth_Wtire,top_Etire,side_Etire,top_Wtire,side_Wtire,depth_Stire,top_Stire,side_Stire
10/21/21,Bon,T,0,0,0,n,n,n,n,,,
10/22/21,Bon,T,0,0,0,n,n,n,n,,,
10/23/21,Bon,T,0,0,0,n,n,n,n,,,
10/24/21,Bon,T,0,0,0,n,n,n,n,,,
10/25/21,Bon,T,0,0,0,n,n,n,n,,,
10/26/21,Bon,T,0,0,0,n,n,n,n,,,
10/27/21,Bon,T,0,0,0,n,n,n,n,,,
10/28/21,Bon,T,0,0,0,n,n,n,n,,,
10/29/21,Bon,T,0,0,0,n,n,n,n,,,
10/30/21,Bon,T,0,0,0,n,n,n,n,,,
10/31/21,Bon,T,0,0,0,n,n,n,n,,,
11/1/21,Bon,T,0,0,0,n,n,n,n,,,
11/2/21,Bon,T,0,0,0,n,n,n,n,,,
11/3/21,Bon,T,0,0,0,n,n,n,n,,,
11/4/21,Bon,T,0,0,0,n,n,n,n,,,
11/5/21,Bon,T,0,0,0,n,n,n,n,,,
11/6/21,Bon,T,0,0,0,n,n,n,n,,,
11/7/21,Bon,T,0,0,0,n,n,n,n,,,
11/8/21,Bon,T,0,0,0,n,n,n,n,,,
11/9/21,Bon,T,0,0,0,n,n,n,n,,,
11/10/21,Bon,T,0,0,0,n,n,n,n,,,
11/11/21,Bon,T,0,0,0,n,n,n,n,,,
11/12/21,Bon,T,0,0,0,n,n,n,n,,,
11/13/21,Bon,T,0,0,0,n,n,n,n,,,
11/14/21,Bon,T,0,0,0,n,n,n,n,,,
11/15/21,Bon,T,0,0,0,n,n,n,n,,,
11/16/21,Bon,T,0,0,0,n,n,n,n,,,
11/17/21,Bon,T,0,0,0,n,n,n,n,,,
11/18/21,Bon,T,0,0,0,n,n,n,n,,,
11/19/21,Bon,T,0,0,0,n,n,n,n,,,
11/20/21,Bon,T,0,0,0,n,n,n,n,,,
11/21/21,Bon,T,0,0,0,n,n,n,n,,,
11/22/21,Bon,T,0,0,0,n,n,n,n,,,
11/23/21,Bon,T,0,0,0,n,n,n,n,,,
11/24/21,Bon,T,0,0,0,n,n,n,n,,,
11/25/21,Bon,T,0,0,0,n,n,n,n,,,
11/26/21,Bon,T,0,0,0,n,n,n,n,,,
11/27/21,Bon,T,0,0,0,n,n,n,n,,,
11/28/21,Bon,T,0,0,0,n,n,n,n,,,
11/29/21,Bon,T,0,0,0,n,n,n,n,,,
11/30/21,Bon,T,0,0,0,n,n,n,n,,,
12/1/21,Bon,T,0,0,0,n,n,n,n,,,
12/2/21,Bon,T,0,0,0,n,n,n,n,,,
12/3/21,Bon,T,0,0,0,n,n,n,n,,,
12/4/21,Bon,T,0,0,0,n,n,n,n,,,
12/5/21,Bon,T,0,0,0,n,n,n,n,,,
12/6/21,Bon,T,0,0,0,n,n,n,n,,,
12/7/21,Bon,T,0,0,0,n,n,n,n,,,
12/8/21,Bon,T,0,0,0,n,n,n,n,,,
12/9/21,Bon,T,0,0,0,n,n,n,n,,,
12/10/21,Bon,T,0,0,0,n,n,n,n,,,
12/11/21,Bon,T,0,0,0,n,n,n,n,,,
12/12/21,Bon,T,0,0,0,n,n,n,n,,,
12/13/21,Bon,T,0,0,0,n,n,n,n,,,
12/14/21,Bon,T,0,0,0,n,n,n,n,,,
12/15/21,Bon,T,0,0,0,n,n,n,n,,,
12/16/21,Bon,T,0,0,0,n,n,n,n,,,
12/17/21,Bon,T,0,0,0,n,n,n,n,,,
12/18/21,Bon,T,0,0,0,n,n,n,n,,,
12/19/21,Bon,T,0,0,0,n,n,n,n,,,
12/20/21,Bon,T,0,0,0,n,n,n,n,,,
12/21/21,Bon,T,0,0,0,n,n,n,n,,,
12/22/21,Bon,T,0,0,0,n,n,n,n,,,
12/23/21,Bon,T,0,0,0,n,n,n,n,,,
12/24/21,Bon,T,0,0,0,n,n,n,n,,,
12/25/21,Bon,T,0,0,0,n,n,n,n,,,
12/26/21,Bon,T,0,0,0,n,n,n,n,,,
12/27/21,Bon,T,0,0,0,n,n,n,n,,,
12/28/21,Bon,T,0,0,0,n,n,n,n,,,
12/29/21,Bon,T,0,0,0,n,n,n,n,,,
12/30/21,Bon,T,0,0,0,n,n,n,n,,,
12/31/21,Bon,T,0,0,0,n,n,n,n,,,
1/1/22,Bon,T,0,0,0,n,n,n,n,,,
1/2/22,Bon,T,0,0,0,n,n,n,n,,,
1/3/22,Bon,T,0,0,0,n,n,n,n,,,
1/4/22,Bon,T,0,0,0,n,n,n,n,,,
1/5/22,Bon,T,0,0,0,n,n,n,n,,,
1/6/22,Bon,T,0,0,0,n,n,n,n,,,
1/7/22,Bon,T,0,0,0,n,n,n,n,,,
1/8/22,Bon,T,0,0,0,n,n,n,n,,,
1/9/22,Bon,T,0,0,0,n,n,n,n,,,
1/10/22,Bon,T,0,0,0,n,n,n,n,,,
1/11/22,Bon,T,0,0,0,n,n,n,n,,,
1/12/22,Bon,T,0,0,0,n,n,n,n,,,
1/13/22,Bon,T,0,0,0,n,n,n,n,,,
1/14/22,Bon,T,0,0,0,n,n,n,n,,,
1/15/22,Bon,T,0,0,0,n,n,n,n,,,
1/16/22,Bon,T,0,0,0,n,n,n,n,,,
1/17/22,Bon,T,0,0,0,n,n,n,n,,,
1/18/22,Bon,T,0,0,0,n,n,n,n,,,
1/19/22,Bon,T,0,0,0,n,n,n,n,,,
1/20/22,Bon,T,0,0,0,n,n,n,n,,,
1/21/22,Bon,T,0,0,0,n,n,n,n,,,
1/22/22,Bon,T,0,0,0,n,n,n,n,,,
1/23/22,Bon,T,0,0,0,n,n,n,n,,,
1/24/22,Bon,T,0,0,0,n,n,n,n,,,
1/25/22,Bon,T,0,0,0,n,n,n,n,,,
1/26/22,Bon,T,0,0,0,n,n,n,n,,,
1/27/22,Bon,T,0,0,0,n,n,n,n,,,
1/28/22,Bon,T,0,0,0,n,n,n,n,,,
1/29/22,Bon,T,2,0,0,n,n,n,n,,,
1/30/22,Bon,T,0,0,0,n,n,n,n,,,
1/31/22,Bon,T,0,0,0,n,n,n,n,,,
2/1/22,Bon,T,0,0,0,n,n,n,n,,,
2/2/22,Bon,T,14,0,0,n,n,n,n,,,
2/3/22,Bon,T,14,0,0,n,n,n,n,,,
2/4/22,Bon,T,14,0,0,n,n,n,n,,,
2/5/22,Bon,T,14,0,0,n,n,n,n,,,
2/6/22,Bon,T,14,0,0,n,n,n,n,,,
2/7/22,Bon,T,14,0,0,n,n,n,n,,,
2/8/22,Bon,T,14,0,0,n,n,n,n,,,
2/9/22,Bon,T,10,0,0,n,n,n,n,,,
2/10/22,Bon,T,10,0,0,n,n,n,n,,,
2/11/22,Bon,T,8,0,0,n,n,n,n,,,
2/12/22,Bon,T,0,0,0,n,n,n,n,,,
2/13/22,Bon,T,0,0,0,n,n,n,n,,,
2/14/22,Bon,T,8,0,0,n,n,n,n,,,
2/15/22,Bon,T,6,0,0,n,n,n,n,,,
2/16/22,Bon,T,0,0,0,n,n,n,n,,,
2/17/22,Bon,T,0,0,0,n,n,n,n,,,
2/18/22,Bon,T,4,0,0,n,n,n,n,,,
2/19/22,Bon,T,4,0,0,n,n,n,n,,,
2/20/22,Bon,T,4,0,0,n,n,n,n,,,
2/21/22,Bon,T,0,0,0,n,n,n,n,,,
2/22/22,Bon,T,0,0,0,n,n,n,n,,,
2/23/22,Bon,T,0,0,0,n,n,n,n,,,
2/24/22,Bon,T,0,0,0,n,n,n,n,,,
2/25/22,Bon,T,0,0,0,n,n,n,n,,,
2/26/22,Bon,T,0,0,0,n,n,n,n,,,
2/27/22,Bon,T,0,0,0,n,n,n,n,,,
2/28/22,Bon,T,0,0,0,n,n,n,n,,,
3/1/22,Bon,T,0,0,0,n,n,n,n,,,
3/2/22,Bon,T,0,0,0,n,n,n,n,,,
3/3/22,Bon,T,0,0,0,n,n,n,n,,,
3/4/22,Bon,T,0,0,0,n,n,n,n,,,
3/5/22,Bon,T,0,0,0,n,n,n,n,,,
3/6/22,Bon,T,0,0,0,n,n,n,n,,,
3/7/22,Bon,T,0,0,0,n,n,n,n,,,
3/8/22,Bon,T,0,0,0,n,n,n,n,,,
3/9/22,Bon,T,0,0,0,n,n,n,n,,,
3/10/22,Bon,T,0,0,0,n,n,n,n,,,
3/11/22,Bon,T,0,0,0,n,n,n,n,,,
3/12/22,Bon,T,0,0,0,n,n,n,n,,,
3/13/22,Bon,T,0,0,0,n,n,n,n,,,
3/14/22,Bon,T,0,0,0,n,n,n,n,,,
3/15/22,Bon,T,0,0,0,n,n,n,n,,,
3/16/22,Bon,T,0,0,0,n,n,n,n,,,
3/17/22,Bon,T,0,0,0,n,n,n,n,,,
3/18/22,Bon,T,0,0,0,n,n,n,n,,,
3/19/22,Bon,T,0,0,0,n,n,n,n,,,
3/20/22,Bon,T,0,0,0,n,n,n,n,,,
3/21/22,Bon,T,0,0,0,n,n,n,n,,,
3/22/22,Bon,T,0,0,0,n,n,n,n,,,
3/23/22,Bon,T,0,0,0,n,n,n,n,,,
3/24/22,Bon,T,0,0,0,n,n,n,n,,,
3/25/22,Bon,T,0,0,0,n,n,n,n,,,
3/26/22,Bon,T,0,0,0,n,n,n,n,,,
3/27/22,Bon,T,0,0,0,n,n,n,n,,,
3/28/22,Bon,T,0,0,0,n,n,n,n,,,
3/29/22,Bon,T,0,0,0,n,n,n,n,,,
3/30/22,Bon,T,0,0,0,n,n,n,n,,,
3/31/22,Bon,T,0,0,0,n,n,n,n,,,
4/1/22,Bon,T,0,0,0,n,n,n,n,,,
4/2/22,Bon,T,0,0,0,n,n,n,n,,,
4/3/22,Bon,T,0,0,0,n,n,n,n,,,
4/4/22,Bon,T,0,0,0,n,n,n,n,,,
4/5/22,Bon,T,0,0,0,n,n,n,n,,,
4/6/22,Bon,T,0,0,0,n,n,n,n,,,
4/7/22,Bon,T,0,0,0,n,n,n,n,,,
4/8/22,Bon,T,0,0,0,n,n,n,n,,,
4/9/22,Bon,T,0,0,0,n,n,n,n,,,
4/10/22,Bon,T,0,0,0,n,n,n,n,,,
4/11/22,Bon,T,0,0,0,n,n,n,n,,,
4/12/22,Bon,T,0,0,0,n,n,n,n,,,
4/13/22,Bon,T,0,0,0,n,n,n,n,,,
4/14/22,Bon,T,0,0,0,n,n,n,n,,,
4/15/22,Bon,T,0,0,0,n,n,n,n,,,
4/16/22,Bon,T,0,0,0,n,n,n,n,,,
10/4/21,Car,T,0,0,0,n,n,n,n,,,
10/5/21,Car,T,0,0,0,n,n,n,n,,,
10/6/21,Car,T,0,0,0,n,n,n,n,,,
10/7/21,Car,T,0,0,0,n,n,n,n,,,
10/8/21,Car,T,0,0,0,n,n,n,n,,,
10/9/21,Car,T,0,0,0,n,n,n,n,,,
10/10/21,Car,T,0,0,0,n,n,n,n,,,
10/11/21,Car,T,0,0,0,n,n,n,n,,,
10/12/21,Car,T,0,0,0,n,n,n,n,,,
10/13/21,Car,T,0,0,0,n,n,n,n,,,
10/14/21,Car,T,0,0,0,n,n,n,n,,,
10/15/21,Car,T,0,0,0,n,n,n,n,,,
10/16/21,Car,T,0,0,0,n,n,n,n,,,
10/17/21,Car,T,0,0,0,n,n,n,n,,,
10/18/21,Car,T,0,0,0,n,n,n,n,,,
10/19/21,Car,T,0,0,0,n,n,n,n,,,
10/20/21,Car,T,0,0,0,n,n,n,n,,,
10/21/21,Car,T,0,0,0,n,n,n,n,,,
10/22/21,Car,T,0,0,0,n,n,n,n,,,
10/23/21,Car,T,0,0,0,n,n,n,n,,,
10/24/21,Car,T,0,0,0,n,n,n,n,,,
10/25/21,Car,T,0,0,0,n,n,n,n,,,
10/26/21,Car,T,0,0,0,n,n,n,n,,,
10/27/21,Car,T,0,0,0,n,n,n,n,,,
10/28/21,Car,T,0,0,0,n,n,n,n,,,
10/29/21,Car,T,0,0,0,n,n,n,n,,,
10/30/21,Car,T,0,0,0,n,n,n,n,,,
10/31/21,Car,T,0,0,0,n,n,n,n,,,
11/1/21,Car,T,0,0,0,n,n,n,n,,,
11/2/21,Car,T,0,0,0,n,n,n,n,,,
11/3/21,Car,T,0,0,0,n,n,n,n,,,
11/4/21,Car,T,0,0,0,n,n,n,n,,,
11/5/21,Car,T,0,0,0,n,n,n,n,,,
11/6/21,Car,T,0,0,0,n,n,n,n,,,
11/7/21,Car,T,0,0,0,n,n,n,n,,,
11/8/21,Car,T,0,0,0,n,n,n,n,,,
11/9/21,Car,T,0,0,0,n,n,n,n,,,
11/10/21,Car,T,0,0,0,n,n,n,n,,,
11/11/21,Car,T,0,0,0,n,n,n,n,,,
11/12/21,Car,T,0,0,0,n,n,n,n,,,
11/13/21,Car,T,0,0,0,n,n,n,n,,,
11/14/21,Car,T,0,0,0,n,n,n,n,,,
11/15/21,Car,T,0,0,0,n,n,n,n,,,
11/16/21,Car,T,0,0,0,n,n,n,n,,,
11/17/21,Car,T,0,0,0,n,n,n,n,,,
11/18/21,Car,T,0,0,0,n,n,n,n,,,
11/19/21,Car,T,0,0,0,n,n,n,n,,,
11/20/21,Car,T,0,0,0,n,n,n,n,,,
11/21/21,Car,T,0,0,0,n,n,n,n,,,
11/22/21,Car,T,0,0,0,n,n,n,n,,,
11/23/21,Car,T,0,0,0,n,n,n,n,,,
11/24/21,Car,T,0,0,0,n,n,n,n,,,
11/25/21,Car,T,0,0,0,n,n,n,n,,,
11/26/21,Car,T,0,0,0,n,n,n,n,,,
11/27/21,Car,T,0,0,0,n,n,n,n,,,
11/28/21,Car,T,0,0,0,n,n,n,n,,,
11/29/21,Car,T,0,0,0,n,n,n,n,,,
11/30/21,Car,T,0,0,0,n,n,n,n,,,
12/1/21,Car,T,0,0,0,n,n,n,n,,,
12/2/21,Car,T,0,0,0,n,n,n,n,,,
12/3/21,Car,T,0,0,0,n,n,n,n,,,
12/4/21,Car,T,0,0,0,n,n,n,n,,,
12/5/21,Car,T,0,0,0,n,n,n,n,,,
12/6/21,Car,T,0,0,0,n,n,n,n,,,
12/7/21,Car,T,0,0,0,n,n,n,n,,,
12/8/21,Car,T,0,0,0,n,n,n,n,,,
12/9/21,Car,T,0,0,0,n,n,n,n,,,
12/10/21,Car,T,0,0,0,n,n,n,n,,,
12/11/21,Car,T,0,0,0,n,n,n,n,,,
12/12/21,Car,T,0,0,0,n,n,n,n,,,
12/13/21,Car,T,0,0,0,n,n,n,n,,,
12/14/21,Car,T,0,0,0,n,n,n,n,,,
12/15/21,Car,T,0,0,0,n,n,n,n,,,
12/16/21,Car,T,0,0,0,n,n,n,n,,,
12/17/21,Car,T,0,0,0,n,n,n,n,,,
12/18/21,Car,T,0,0,0,n,n,n,n,,,
12/19/21,Car,T,0,0,0,n,n,n,n,,,
12/20/21,Car,T,0,0,0,n,n,n,n,,,
12/21/21,Car,T,0,0,0,n,n,n,n,,,
12/22/21,Car,T,0,0,0,n,n,n,n,,,
12/23/21,Car,T,0,0,0,n,n,n,n,,,
12/24/21,Car,T,0,0,0,n,n,n,n,,,
12/25/21,Car,T,0,0,0,n,n,n,n,,,
12/26/21,Car,T,0,0,0,n,n,n,n,,,
12/27/21,Car,T,0,0,0,n,n,n,n,,,
12/28/21,Car,T,0,0,0,n,n,n,n,,,
12/29/21,Car,T,0,0,0,n,n,n,n,,,
12/30/21,Car,T,0,0,0,n,n,n,n,,,
12/31/21,Car,T,0,0,0,n,n,n,n,,,
1/1/22,Car,T,0,0,0,n,n,n,n,,,
1/2/22,Car,T,0,0,0,n,n,n,n,,,
1/3/22,Car,T,0,0,0,n,n,n,n,,,
1/4/22,Car,T,0,0,0,n,n,n,n,,,
1/5/22,Car,T,0,0,0,n,n,n,n,,,
1/6/22,Car,T,0,0,0,n,n,n,n,,,
1/7/22,Car,T,2,2,2,n,n,n,n,,,
1/8/22,Car,T,0,0,0,n,n,n,n,,,
1/9/22,Car,T,0,0,0,n,n,n,n,,,
1/10/22,Car,T,0,0,0,n,n,n,n,,,
1/11/22,Car,T,0,0,0,n,n,n,n,,,
1/12/22,Car,T,0,0,0,n,n,n,n,,,
1/13/22,Car,T,0,0,0,n,n,n,n,,,
1/14/22,Car,T,0,0,0,n,n,n,n,,,
1/15/22,Car,T,0,0,0,n,n,n,n,,,
1/16/22,Car,T,0,0,0,n,n,n,n,,,
1/17/22,Car,T,0,0,0,n,n,n,n,,,
1/18/22,Car,T,0,0,0,n,n,n,n,,,
1/19/22,Car,T,0,0,0,n,n,n,n,,,
1/20/22,Car,T,0,0,0,n,n,n,n,,,
1/21/22,Car,T,0,0,0,n,n,n,n,,,
1/22/22,Car,T,0,0,0,n,n,n,n,,,
1/23/22,Car,T,0,0,0,n,n,n,n,,,
1/24/22,Car,T,0,0,0,n,n,n,n,,,
1/25/22,Car,T,0,0,0,n,n,n,n,,,
1/26/22,Car,T,0,0,0,n,n,n,n,,,
1/27/22,Car,T,0,0,0,n,n,n,n,,,
1/28/22,Car,T,0,0,0,n,n,n,n,,,
1/29/22,Car,T,0,0,0,n,n,n,n,,,
1/30/22,Car,T,0,0,0,n,n,n,n,,,
1/31/22,Car,T,0,0,0,n,n,n,n,,,
2/1/22,Car,T,0,0,0,n,n,n,n,,,
2/2/22,Car,T,0,0,0,n,n,n,n,,,
2/3/22,Car,T,0,0,0,n,n,n,n,,,
2/4/22,Car,T,12,0,0,n,n,n,n,,,
2/5/22,Car,T,10,0,0,n,n,n,n,,,
2/6/22,Car,T,8,0,0,n,n,n,n,,,
2/7/22,Car,T,6,0,0,n,n,n,n,,,
2/8/22,Car,T,2,0,0,n,n,n,n,,,
2/9/22,Car,T,0,0,0,n,n,n,n,,,
2/10/22,Car,T,0,0,0,n,n,n,n,,,
2/11/22,Car,T,0,0,0,n,n,n,n,,,
2/12/22,Car,T,10,2,2,n,n,n,n,,,
2/13/22,Car,T,0,0,0,n,n,n,n,,,
2/14/22,Car,T,0,0,0,n,n,n,n,,,
2/15/22,Car,T,0,0,0,n,n,n,n,,,
2/16/22,Car,T,0,0,0,n,n,n,n,,,
2/17/22,Car,T,0,0,0,n,n,n,n,,,
2/18/22,Car,T,0,0,0,n,n,n,n,,,
2/19/22,Car,T,0,0,0,n,n,n,n,,,
2/20/22,Car,T,0,0,0,n,n,n,n,,,
2/21/22,Car,T,0,0,0,n,n,n,n,,,
2/22/22,Car,T,0,0,0,n,n,n,n,,,
2/23/22,Car,T,0,0,0,n,n,n,n,,,
2/24/22,Car,T,0,0,0,n,n,n,n,,,
2/25/22,Car,T,0,0,0,n,n,n,n,,,
2/26/22,Car,T,0,0,0,n,n,n,n,,,
2/27/22,Car,T,0,0,0,n,n,n,n,,,
2/28/22,Car,T,0,0,0,n,n,n,n,,,
3/1/22,Car,T,0,0,0,n,n,n,n,,,
3/2/22,Car,T,0,0,0,n,n,n,n,,,
3/3/22,Car,T,0,0,0,n,n,n,n,,,
3/4/22,Car,T,0,0,0,n,n,n,n,,,
3/5/22,Car,T,0,0,0,n,n,n,n,,,
3/6/22,Car,T,0,0,0,n,n,n,n,,,
3/7/22,Car,T,0,0,0,n,n,n,n,,,
3/8/22,Car,T,0,0,0,n,n,n,n,,,
3/9/22,Car,T,0,0,0,n,n,n,n,,,
3/10/22,Car,T,0,0,0,n,n,n,n,,,
3/11/22,Car,T,0,0,0,n,n,n,n,,,
3/12/22,Car,T,0,0,0,n,n,n,n,,,
3/13/22,Car,T,0,0,0,n,n,n,n,,,
3/14/22,Car,T,0,0,0,n,n,n,n,,,
3/15/22,Car,T,0,0,0,n,n,n,n,,,
3/16/22,Car,T,0,0,0,n,n,n,n,,,
3/17/22,Car,T,0,0,0,n,n,n,n,,,
3/18/22,Car,T,0,0,0,n,n,n,n,,,
3/19/22,Car,T,0,0,0,n,n,n,n,,,
3/20/22,Car,T,0,0,0,n,n,n,n,,,
3/21/22,Car,T,0,0,0,n,n,n,n,,,
3/22/22,Car,T,0,0,0,n,n,n,n,,,
3/23/22,Car,T,0,0,0,n,n,n,n,,,
3/24/22,Car,T,0,0,0,n,n,n,n,,,
3/25/22,Car,T,0,0,0,n,n,n,n,,,
3/26/22,Car,T,0,0,0,n,n,n,n,,,
3/27/22,Car,T,0,0,0,n,n,n,n,,,
3/28/22,Car,T,0,0,0,n,n,n,n,,,
3/29/22,Car,T,0,0,0,n,n,n,n,,,
3/30/22,Car,T,0,0,0,n,n,n,n,,,
3/31/22,Car,T,0,0,0,n,n,n,n,,,
4/1/22,Car,T,0,0,0,n,n,n,n,,,
4/2/22,Car,T,0,0,0,n,n,n,n,,,
4/3/22,Car,T,0,0,0,n,n,n,n,,,
4/4/22,Car,T,0,0,0,n,n,n,n,,,
4/5/22,Car,T,0,0,0,n,n,n,n,,,
4/6/22,Car,T,0,0,0,n,n,n,n,,,
4/7/22,Car,T,0,0,0,n,n,n,n,,,
4/8/22,Car,T,0,0,0,n,n,n,n,,,
4/9/22,Car,T,0,0,0,n,n,n,n,,,
4/10/22,Car,T,0,0,0,n,n,n,n,,,
4/11/22,Car,T,0,0,0,n,n,n,n,,,
4/12/22,Car,T,0,0,0,n,n,n,n,,,
4/13/22,Car,T,0,0,0,n,n,n,n,,,
4/14/22,Car,T,0,0,0,n,n,n,n,,,
4/15/22,Car,T,0,0,0,n,n,n,n,,,
4/16/22,Car,T,0,0,0,n,n,n,n,,,
