"","number","Date","MeanT_Air","MeanT_Tire","MeanT_Soil","MinT_Air","MinT_Tire","MinT_Soil","MaxT_Air","MaxT_Tire","MaxT_Soil","MeanT_Diff","MinT_Diff","MaxT_Diff","location","depth_G","snodas","depth_T","cover_T","cover_S","x","y","ABC","cover"
"1","1",2021-10-06,20.1851851851852,22.6705833333333,20.0043333333333,16.6666666666667,14.218,15.819,22.7777777777778,33.469,24.436,2.48539814814813,-2.4486666666667,10.6912222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"2","1",2021-10-07,16.7453703703704,18.6178333333333,17.7035833333333,11.4444444444444,10.026,12.751,23.6111111111111,34.651,24.823,1.87246296296297,-1.4184444444444,11.0398888888889,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"3","1",2021-10-08,17.0902777777778,17.71125,18.1664166666667,16.1666666666667,15.27,16.749,19.2222222222222,22.298,21.867,0.620972222222225,-0.8966666666667,3.0757777777778,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"4","1",2021-10-09,18.7268518518519,20.027125,18.9217916666667,14.4444444444444,13.233,15.175,24.7777777777778,30.976,25.065,1.30027314814815,-1.2114444444444,6.1982222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"5","1",2021-10-10,19.5694444444444,20.318375,18.5973333333333,14.2777777777778,13.714,14.194,24.8333333333333,30.243,24.146,0.748930555555564,-0.563777777777799,5.4096666666667,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"6","1",2021-10-11,13.6944444444444,16.2408333333333,15.712875,11.3333333333333,11.346,12.823,17.8333333333333,28.99,21.294,2.54638888888889,0.0126666666666999,11.1566666666667,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"7","1",2021-10-12,15.0324074074074,16.2864166666667,16.2705,13.3888888888889,13.377,14.29,17.6666666666667,22.537,20.388,1.25400925925926,-0.0118888888888993,4.8703333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"8","1",2021-10-13,15.2083333333333,15.2694166666667,15.028625,12.1666666666667,11.2,12.92,18.2222222222222,21.557,17.843,0.0610833333333414,-0.966666666666701,3.3347777777778,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"9","1",2021-10-14,10.2407407407407,10.0942916666667,10.4174583333333,8.72222222222222,7.895,8.767,15.1111111111111,12.823,12.437,-0.146449074074068,-0.82722222222222,-2.2881111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"10","1",2021-10-15,7.38194444444445,7.40875,8.61391666666667,3.72222222222222,1.126,4.895,11.0555555555556,18.033,14.314,0.0268055555555531,-2.59622222222222,6.9774444444444,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"11","1",2021-10-16,7.49305555555556,8.33066666666667,9.124,1.11111111111111,-0.62,3.538,15.2777777777778,23.064,16.511,0.837611111111111,-1.73111111111111,7.7862222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"12","1",2021-10-17,7.79166666666667,8.45966666666667,9.52379166666667,-0.111111111111111,-2.015,3.063,17.7777777777778,26.818,18.961,0.667999999999997,-1.90388888888889,9.0402222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"13","1",2021-10-18,12.1990740740741,12.476375,11.7465416666667,1.5,0.412,4.921,23.1111111111111,28.493,21.39,0.27730092592593,-1.088,5.3818888888889,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"14","1",2021-10-19,14.8541666666667,14.5374583333333,13.4775416666667,9.72222222222222,7.116,8.245,22.3888888888889,28.122,21.915,-0.316708333333336,-2.60622222222222,5.7331111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"15","1",2021-10-20,9.81481481481481,9.69920833333333,10.8677083333333,7.72222222222222,7.519,8.965,11.3888888888889,13.449,12.775,-0.115606481481482,-0.20322222222222,2.0601111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"16","1",2021-10-21,5.35416666666667,7.28845833333333,9.11475,-1,-2.392,4.246,8.61111111111111,17.701,15.175,1.93429166666667,-1.392,9.08988888888889,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"17","1",2021-10-22,0.680555555555556,1.774875,5.14679166666667,-3.5,-3.926,1.724,5.66666666666667,11.832,10.394,1.09431944444444,-0.426,6.16533333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"18","1",2021-10-23,2.71527777777778,4.461375,6.3555,-2.55555555555556,-3.807,1.588,9.16666666666667,19.793,14.649,1.74609722222222,-1.25144444444444,10.6263333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"19","1",2021-10-24,2.28472222222222,2.61404166666667,4.28608333333333,-3.44444444444444,-4.106,1.017,8.94444444444444,12.582,9.558,0.329319444444445,-0.66155555555556,3.63755555555556,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"20","1",2021-10-25,4.56481481481481,5.125625,5.39254166666667,-1.5,-3.153,1.317,10.7777777777778,17.534,12.098,0.560810185185186,-1.653,6.7562222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"21","1",2021-10-26,3.99305555555556,3.91629166666667,4.67558333333333,-2.11111111111111,-3.419,1.044,11.0555555555556,16.153,10.222,-0.0767638888888915,-1.30788888888889,5.0974444444444,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"22","1",2021-10-27,7.83796296296296,7.057375,6.531375,5.94444444444445,4.194,4.298,11.3333333333333,10.026,8.145,-0.780587962962959,-1.75044444444445,-1.3073333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"23","1",2021-10-28,7.77546296296296,8.03879166666667,8.09591666666667,5.94444444444445,5.514,6.763,10.2777777777778,11.297,9.854,0.263328703703703,-0.43044444444445,1.0192222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"24","1",2021-10-29,8.0300925925926,8.60066666666667,8.68370833333333,1.44444444444445,-0.479,5.128,11.8888888888889,18.747,12.63,0.570574074074068,-1.92344444444445,6.8581111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"25","1",2021-10-30,4.97222222222222,6.79166666666667,7.61733333333333,-1.16666666666667,-2.073,3.512,11.6666666666667,20.746,13.762,1.81944444444444,-0.90633333333333,9.0793333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"26","1",2021-10-31,4.59722222222222,4.66158333333333,5.57104166666667,1.33333333333333,-0.676,2.637,7.44444444444444,12.968,9.386,0.0643611111111122,-2.00933333333333,5.52355555555556,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"27","1",2021-11-01,1.94212962962963,1.86529166666667,3.31204166666667,-1.22222222222222,-4.076,1.778,4.33333333333333,8.494,5.745,-0.0768379629629639,-2.85377777777778,4.16066666666667,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"28","1",2021-11-02,-0.199074074074074,-0.0234166666666667,2.38120833333333,-5.83333333333333,-7.058,1.044,2.5,7.217,5.231,0.175657407407407,-1.22466666666667,4.717,"Spo",20,0,20,"y","n",-91.87564688,45.82318758,"E","top"
"29","1",2021-11-03,0.844907407407407,1.10279166666667,2.831375,-4.22222222222222,-5.449,1.262,5.16666666666667,10.247,6.408,0.257884259259259,-1.22677777777778,5.08033333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"30","1",2021-11-04,2.15046296296296,1.42704166666667,2.50495833333333,-5.11111111111111,-5.916,0.301,8.88888888888889,13.714,7.845,-0.723421296296296,-0.804888888888891,4.82511111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"31","1",2021-11-05,7.51388888888889,6.99454166666667,4.85925,3.22222222222222,-0.116,1.344,13.0555555555556,15.724,9.632,-0.519347222222224,-3.33822222222222,2.6684444444444,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"32","1",2021-11-06,11.0671296296296,10.24825,7.82479166666667,5.55555555555556,1.208,4.973,17.3333333333333,21.509,12.799,-0.818879629629627,-4.34755555555556,4.1756666666667,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"33","1",2021-11-07,9.16203703703704,7.68529166666667,7.05716666666667,1.11111111111111,-0.507,3.354,16.5,21.581,12.968,-1.47674537037037,-1.61811111111111,5.081,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"34","1",2021-11-08,7.15972222222222,6.72095833333333,6.84333333333333,0.333333333333334,-1.527,4.194,11.6111111111111,16.368,10.394,-0.438763888888892,-1.86033333333333,4.7568888888889,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"35","1",2021-11-09,1.77546296296296,1.58245833333333,3.67941666666667,-5.11111111111111,-6.168,0.989,11.8888888888889,18.295,9.312,-0.193004629629627,-1.05688888888889,6.4061111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"36","1",2021-11-10,3.99768518518518,2.87941666666667,3.16233333333333,-4,-4.651,0.852,10.3888888888889,10.785,6.102,-1.11826851851852,-0.651,0.3961111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"37","1",2021-11-11,3.51388888888889,3.51958333333333,4.41070833333333,1.72222222222222,1.453,2.744,5.55555555555556,5.128,5.205,0.00569444444444489,-0.26922222222222,-0.42755555555556,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"38","1",2021-11-12,1.48842592592593,2.1665,3.566125,-0.0555555555555563,-0.06,2.343,3.5,8.618,6.56,0.678074074074074,-0.0044444444444437,5.118,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"39","1",2021-11-13,-0.87962962962963,-0.231041666666667,1.82683333333333,-2.16666666666667,-1.613,1.126,-0.0555555555555563,4.011,3.985,0.648587962962963,0.55366666666667,4.06655555555556,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"40","1",2021-11-14,-2.54166666666667,-1.47429166666667,1.472875,-4.55555555555556,-3.33,1.289,-1.66666666666667,0.218,1.561,1.067375,1.22555555555556,1.88466666666667,"Spo",100,23,60,"n","n",-91.87564688,45.82318758,"E","none"
"41","1",2021-11-15,-5.29861111111111,-3.175625,1.35925,-9.77777777777778,-9.303,0.852,0.166666666666665,10.98,1.832,2.12298611111111,0.47477777777778,10.8133333333333,"Spo",80,24,NA,"n","n",-91.87564688,45.82318758,"E","none"
"42","1",2021-11-16,0.805555555555556,0.14025,1.16870833333333,-4.72222222222222,-4.408,0.825,4.38888888888889,3.168,2.396,-0.665305555555556,0.314222222222219,-1.22088888888889,"Spo",40,50,20,"n","n",-91.87564688,45.82318758,"E","none"
"43","1",2021-11-17,1.3587962962963,0.839958333333333,1.52470833333333,-0.88888888888889,-1.413,0.715,3.94444444444445,5.024,3.248,-0.518837962962963,-0.52411111111111,1.07955555555555,"Spo",0,15,0,"n","n",-91.87564688,45.82318758,"E","none"
"44","1",2021-11-18,-2.01851851851852,-1.43604166666667,0.447458333333333,-3.44444444444444,-3.006,0.329,-1.05555555555555,0.632,0.66,0.582476851851851,0.43844444444444,1.68755555555555,"Spo",0,9,0,"n","n",-91.87564688,45.82318758,"E","none"
"45","1",2021-11-19,-2.99537037037037,-3.32641666666667,-0.0193333333333333,-8.05555555555556,-9.269,-0.227,0.722222222222221,4.089,0.301,-0.331046296296297,-1.21344444444444,3.36677777777778,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"46","1",2021-11-20,-0.164351851851851,-0.185875,-0.142375,-6.05555555555555,-6.642,-0.423,5.66666666666667,9.879,0.024,-0.0215231481481487,-0.58644444444445,4.21233333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"47","1",2021-11-21,-3.12268518518519,-2.783625,-0.411875,-7.55555555555556,-8.264,-1.613,0.833333333333333,3.827,-0.032,0.339060185185186,-0.70844444444444,2.99366666666667,"Spo",20,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"48","1",2021-11-22,-7.81481481481481,-7.16891666666667,-1.864,-11.8333333333333,-13.013,-3.301,-3.61111111111111,-0.171,-0.339,0.645898148148149,-1.1796666666667,3.44011111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"49","1",2021-11-23,0.199074074074074,-0.988,-1.35616666666667,-9.38888888888889,-10.581,-3.065,7.66666666666667,9.509,-0.032,-1.18707407407407,-1.19211111111111,1.84233333333333,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"50","1",2021-11-24,3.87037037037037,4.04104166666667,0.0121666666666667,-1.05555555555555,-0.845,-0.032,9.05555555555555,17.415,0.135,0.170671296296296,0.21055555555555,8.35944444444445,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"51","1",2021-11-25,-8.10185185185186,-4.97958333333333,-0.832916666666667,-13.2222222222222,-13.088,-3.301,-2.22222222222222,4.688,0.024,3.12226851851852,0.134222222222201,6.91022222222222,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"52","1",2021-11-26,-6.33796296296297,-5.94075,-1.98808333333333,-13.4444444444444,-13.926,-3.657,-1.88888888888889,3.248,-0.367,0.397212962962967,-0.4815555555556,5.13688888888889,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"53","1",2021-11-27,-1.71296296296296,-1.19279166666667,-0.864458333333333,-3.27777777777778,-5.791,-1.584,0.88888888888889,11.248,-0.116,0.520171296296297,-2.51322222222222,10.3591111111111,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"54","1",2021-11-28,-2.28240740740741,-1.642375,-1.31841666666667,-5.61111111111111,-7.219,-3.183,0.999999999999998,9.583,-0.143,0.640032407407407,-1.60788888888889,8.583,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"55","1",2021-11-29,-0.12962962962963,-0.687541666666667,-0.715041666666667,-4.88888888888889,-5.916,-1.556,4.22222222222222,5.949,-0.088,-0.557912037037037,-1.02711111111111,1.72677777777778,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"56","1",2021-11-30,-1.30324074074074,-1.96179166666667,-1.064625,-5.38888888888889,-8.43,-2.566,3.44444444444445,9.386,-0.116,-0.658550925925925,-3.04111111111111,5.94155555555555,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"57","1",2021-12-01,3.18055555555556,2.12141666666667,-0.164625,-0.777777777777777,-1.641,-0.451,7.66666666666667,5.796,0.163,-1.05913888888889,-0.863222222222223,-1.87066666666667,"Spo",20,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"58","1",2021-12-02,2.78240740740741,2.795375,0.157625,-1.27777777777778,-2.654,-0.004,6.44444444444445,13.016,0.934,0.0129675925925925,-1.37622222222222,6.57155555555555,"Spo",0,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"59","1",2021-12-03,-0.0138888888888887,-0.2235,0.0250416666666667,-1.33333333333333,-2.334,-0.004,1.72222222222222,2.877,0.051,-0.209611111111111,-1.00066666666667,1.15477777777778,"Spo",20,0,20,"y","n",-91.87564688,45.82318758,"E","top"
"60","1",2021-12-04,-2.90740740740741,-3.14041666666667,-0.959166666666667,-4.33333333333333,-5.326,-2.102,-1.16666666666667,1.697,-0.004,-0.233009259259259,-0.992666666666669,2.86366666666667,"Spo",0,2,0,"n","n",-91.87564688,45.82318758,"E","none"
"61","1",2021-12-05,-2.84259259259259,-2.88079166666667,-0.612625,-4.55555555555556,-4.348,-1.356,-0.88888888888889,-1.441,-0.255,-0.0381990740740723,0.20755555555556,-0.55211111111111,"Spo",80,0,20,"y","n",-91.87564688,45.82318758,"E","top"
"62","1",2021-12-06,-12.4074074074074,-11.3169583333333,-0.894291666666667,-20.6111111111111,-22.729,-2.421,-2.55555555555556,-2.189,-0.255,1.09044907407407,-2.1178888888889,0.36655555555556,"Spo",60,26,0,"n","n",-91.87564688,45.82318758,"E","none"
"63","1",2021-12-07,-15.2152777777778,-14.2932083333333,-1.994125,-20.5555555555556,-23.198,-2.537,-10.9444444444444,-3.866,-1.213,0.922069444444446,-2.6424444444444,7.0784444444444,"Spo",60,73,0,"n","n",-91.87564688,45.82318758,"E","none"
"64","1",2021-12-08,-12.9537037037037,-11.6956666666667,-2.10016666666667,-20.7777777777778,-21.716,-3.065,-6.38888888888889,4.246,-1.27,1.25803703703704,-0.938222222222201,10.6348888888889,"Spo",60,67,0,"n","n",-91.87564688,45.82318758,"E","none"
"65","1",2021-12-09,-2.82175925925926,-3.26254166666667,-0.913041666666667,-5.83333333333333,-6.388,-1.384,-0.111111111111111,-1.071,-0.507,-0.440782407407407,-0.55466666666667,-0.959888888888889,"Spo",60,61,0,"n","n",-91.87564688,45.82318758,"E","none"
"66","1",2021-12-10,-4.5162037037037,-4.98908333333333,-0.781958333333333,-9.33333333333333,-12.013,-1.185,-1.33333333333333,-0.143,-0.479,-0.47287962962963,-2.67966666666667,1.19033333333333,"Spo",80,53,20,"n","n",-91.87564688,45.82318758,"E","none"
"67","1",2021-12-11,-4.02083333333333,-3.97408333333333,-0.404333333333333,-7.16666666666667,-8.965,-0.479,-1.38888888888889,0.163,-0.339,0.0467499999999998,-1.79833333333333,1.55188888888889,"Spo",160,114,100,"y","y",-91.87564688,45.82318758,"E","both"
"68","1",2021-12-12,-1.92361111111111,-4.107375,-0.455666666666667,-7.16666666666667,-9.303,-0.591,3.33333333333333,2.797,-0.311,-2.18376388888889,-2.13633333333333,-0.53633333333333,"Spo",140,120,100,"y","y",-91.87564688,45.82318758,"E","both"
"69","1",2021-12-13,-1.21296296296296,-1.98591666666667,-0.3915,-8.33333333333333,-9.202,-0.535,5.77777777777778,13.594,-0.311,-0.772953703703704,-0.86866666666667,7.81622222222222,"Spo",140,161,100,"y","y",-91.87564688,45.82318758,"E","both"
"70","1",2021-12-14,2.34027777777778,-0.0487083333333333,-0.295833333333333,-2.88888888888889,-6.01,-0.423,4.94444444444444,4.792,-0.143,-2.38898611111111,-3.12111111111111,-0.15244444444444,"Spo",120,148,20,"n","y",-91.87564688,45.82318758,"E","side"
"71","1",2021-12-15,8.47916666666666,6.533375,0.93525,4,2.396,-0.143,14.2222222222222,11.904,5.77,-1.94579166666666,-1.604,-2.3182222222222,"Spo",NA,108,NA,"n","n",-91.87564688,45.82318758,"E","none"
"72","1",2021-12-16,-4.04166666666667,-3.12175,0.522791666666667,-13,-12.306,-2.189,10.6666666666667,8.643,4.376,0.919916666666668,0.694000000000001,-2.0236666666667,"Spo",20,0,0,"n","n",-91.87564688,45.82318758,"E","none"
"73","1",2021-12-17,-11.962962962963,-9.78529166666667,-2.60095833333333,-14.7222222222222,-13.888,-3.627,-9.27777777777778,-2.102,-0.902,2.17767129629629,0.8342222222222,7.17577777777778,"Spo",40,10,0,"n","n",-91.87564688,45.82318758,"E","none"
"74","1",2021-12-18,-8.11111111111111,-6.06141666666667,-2.25670833333333,-11.3333333333333,-10.162,-3.271,-4.83333333333333,2.877,-0.535,2.04969444444444,1.1713333333333,7.71033333333333,"Spo",40,8,0,"n","n",-91.87564688,45.82318758,"E","none"
"75","1",2021-12-19,-9.15277777777778,-9.01658333333333,-3.69254166666667,-16,-15.628,-5.542,-3,-3.687,-2.334,0.136194444444447,0.372,-0.687,"Spo",40,6,0,"n","n",-91.87564688,45.82318758,"E","none"
"76","1",2021-12-20,-6.89814814814814,-5.721,-2.76016666666667,-15.4444444444444,-16.326,-6.168,-2.33333333333333,2.557,-0.845,1.17714814814814,-0.8815555555556,4.89033333333333,"Spo",40,2,0,"n","n",-91.87564688,45.82318758,"E","none"
"77","1",2021-12-21,-11.8263888888889,-10.7742916666667,-3.56704166666667,-14.1111111111111,-14.353,-5.948,-9.94444444444444,-7.026,-1.727,1.05209722222223,-0.2418888888889,2.91844444444444,"Spo",60,0,20,"y","n",-91.87564688,45.82318758,"E","top"
"78","1",2021-12-22,-14.3587962962963,-14.2992916666667,-1.77979166666667,-22.6666666666667,-23.303,-2.276,-8.16666666666667,-4.865,-1.27,0.059504629629636,-0.636333333333301,3.30166666666667,"Spo",60,10,20,"y","n",-91.87564688,45.82318758,"E","top"
"79","1",2021-12-23,-4.30092592592593,-4.70295833333333,-1.221375,-7.44444444444444,-8.63,-1.527,-0.333333333333334,6.382,-0.648,-0.402032407407408,-1.18555555555556,6.71533333333333,"Spo",60,7,20,"n","n",-91.87564688,45.82318758,"E","none"
"80","1",2021-12-24,2.04166666666667,0.3255,-0.763375,-2,-7.575,-1.498,5.38888888888889,6.255,-0.143,-1.71616666666667,-5.575,0.86611111111111,"Spo",60,2,0,"n","n",-91.87564688,45.82318758,"E","none"
"81","1",2021-12-25,-7.77314814814815,-6.530375,-3.809375,-10.2777777777778,-11.111,-5.791,-1.94444444444444,-0.479,-1.814,1.24277314814815,-0.833222222222201,1.46544444444444,"Spo",40,55,0,"n","n",-91.87564688,45.82318758,"E","none"
"82","1",2021-12-26,-5.71759259259259,-4.75666666666667,-3.65183333333333,-9.38888888888889,-10.058,-6.01,-1.94444444444444,5.179,-1.498,0.960925925925924,-0.669111111111111,7.12344444444444,"Spo",160,51,20,"n","n",-91.87564688,45.82318758,"E","none"
"83","1",2021-12-27,-7.00462962962963,-6.35525,-1.43508333333333,-16.3888888888889,-15.224,-2.16,-1.05555555555555,-0.395,-1.128,0.649379629629631,1.1648888888889,0.66055555555555,"Spo",160,80,20,"n","y",-91.87564688,45.82318758,"E","side"
"84","1",2021-12-28,-11.8541666666667,-10.4139583333333,-1.274,-19.1111111111111,-17.082,-1.441,-5.77777777777778,-4.712,-1.043,1.44020833333333,2.0291111111111,1.06577777777778,"Spo",160,130,20,"n","y",-91.87564688,45.82318758,"E","side"
"85","1",2021-12-29,-16.7430555555555,-10.1372916666667,-1.20170833333333,-21.8333333333333,-14.984,-1.384,-9.33333333333333,-5.202,-1.015,6.60576388888888,6.8493333333333,4.13133333333333,"Spo",160,176,20,"n","y",-91.87564688,45.82318758,"E","side"
"86","1",2021-12-30,-11.1111111111111,-8.05725,-1.30841666666667,-17.5,-12.123,-1.498,-5.72222222222222,-4.56,-1.071,3.05386111111112,5.377,1.16222222222222,"Spo",160,165,20,"n","y",-91.87564688,45.82318758,"E","side"
"87","1",2021-12-31,-9.80324074074074,-5.90320833333333,-1.02658333333333,-17.2222222222222,-11.254,-1.185,-5.33333333333333,-3.271,-0.958,3.90003240740741,5.9682222222222,2.06233333333333,"Spo",160,286,20,"n","y",-91.87564688,45.82318758,"E","side"
"88","1",2022-01-01,-22.5949074074074,-15.1924166666667,-1.85645833333333,-26.0555555555556,-18.922,-2.363,-18.5555555555556,-10.722,-1.242,7.40249074074075,7.1335555555556,7.8335555555556,"Spo",160,270,20,"n","y",-91.87564688,45.82318758,"E","side"
"89","1",2022-01-02,-23.0787037037037,-16.506625,-2.75666666666667,-30.7222222222222,-21.816,-3.094,-15.3333333333333,-7.64,-2.45,6.5720787037037,8.9062222222222,7.6933333333333,"Spo",160,261,20,"n","y",-91.87564688,45.82318758,"E","side"
"90","1",2022-01-03,-14.4675925925926,-13.2250416666667,-2.54166666666667,-18.7222222222222,-17.727,-2.83,-8.88888888888889,-7.348,-2.131,1.24255092592592,0.9952222222222,1.54088888888889,"Spo",160,253,20,"n","y",-91.87564688,45.82318758,"E","side"
"91","1",2022-01-04,-8.90046296296297,-7.90566666666667,-2.121125,-16.1666666666667,-13.013,-2.479,-3.72222222222222,-2.625,-1.584,0.994796296296299,3.1536666666667,1.09722222222222,"Spo",160,245,20,"n","y",-91.87564688,45.82318758,"E","side"
"92","1",2022-01-05,-11.7384259259259,-4.78141666666667,-1.38541666666667,-17.7222222222222,-7.026,-1.556,-6.38888888888889,-3.153,-1.27,6.95700925925925,10.6962222222222,3.23588888888889,"Spo",200,240,40,NA,NA,-91.87564688,45.82318758,"E",NA
"93","1",2022-01-06,-20.1967592592593,-8.14383333333333,-1.37004166666667,-22.5555555555556,-10.441,-1.47,-18.0555555555556,-6.357,-1.299,12.0529259259259,12.1145555555556,11.6985555555556,"Spo",200,260,40,"y","y",-91.87564688,45.82318758,"E","both"
"94","1",2022-01-07,-21.6736111111111,-11.6966666666667,-1.7755,-30.5555555555556,-15.506,-1.929,-13.8888888888889,-8.132,-1.47,9.97694444444445,15.0495555555556,5.7568888888889,"Spo",200,254,60,"y","y",-91.87564688,45.82318758,"E","both"
"95","1",2022-01-08,-8.03009259259259,-5.86525,-1.52004166666667,-12.8333333333333,-8.864,-1.756,-4.16666666666667,-3.094,-1.242,2.16484259259259,3.9693333333333,1.07266666666667,"Spo",220,247,20,"n","y",-91.87564688,45.82318758,"E","side"
"96","1",2022-01-09,-18.662037037037,-11.7770833333333,-1.56441666666667,-22,-16.618,-1.986,-8,-4.287,-1.185,6.88495370370371,5.382,3.713,"Spo",180,237,20,"n","y",-91.87564688,45.82318758,"E","side"
"97","1",2022-01-10,-23.3981481481481,-16.4444583333333,-2.52929166666667,-28.4444444444444,-21.766,-2.771,-18.1111111111111,-9.679,-2.044,6.95368981481481,6.6784444444444,8.4321111111111,"Spo",180,230,20,"y","y",-91.87564688,45.82318758,"E","both"
"98","1",2022-01-11,-11.6226851851852,-9.55891666666667,-2.41545833333333,-18.7777777777778,-14.353,-2.771,-4.27777777777778,-3.479,-2.044,2.06376851851853,4.4247777777778,0.79877777777778,"Spo",180,346,20,"y","n",-91.87564688,45.82318758,"E","top"
"99","1",2022-01-12,-4.03472222222222,-4.01825,-1.72320833333333,-6.66666666666667,-8.53,-2.015,-1.66666666666667,0.439,-1.384,0.0164722222222231,-1.86333333333333,2.10566666666667,"Spo",180,336,0,"n","y",-91.87564688,45.82318758,"E","side"
"100","1",2022-01-13,-2.81712962962963,-2.267,-1.167375,-7.27777777777778,-5.11,-1.384,-0.388888888888889,0.412,-0.986,0.550129629629629,2.16777777777778,0.800888888888889,"Spo",180,327,0,"n","y",-91.87564688,45.82318758,"E","side"
"101","1",2022-01-14,-10.9722222222222,-7.61795833333333,-1.33441666666667,-14.1666666666667,-11.831,-1.527,-8.55555555555556,-5.079,-1.071,3.35426388888889,2.3356666666667,3.47655555555556,"Spo",180,317,0,"n","y",-91.87564688,45.82318758,"E","side"
"102","1",2022-01-15,-16.287037037037,-12.1352083333333,-2.11820833333333,-25,-19.24,-2.45,-10.1666666666667,-2.479,-1.584,4.15182870370371,5.76,7.6876666666667,"Spo",180,309,0,"n","y",-91.87564688,45.82318758,"E","side"
"103","1",2022-01-16,-9.37962962962963,-6.83966666666667,-2.02304166666667,-12.5,-11.326,-2.305,-6.16666666666667,-2.976,-1.699,2.53996296296296,1.174,3.19066666666667,"Spo",180,304,0,"n","y",-91.87564688,45.82318758,"E","side"
"104","1",2022-01-17,-4.56018518518518,-3.643875,-1.514,-7.72222222222222,-5.823,-1.699,-2.5,-1.556,-1.27,0.916310185185184,1.89922222222222,0.944,"Spo",180,299,0,"n","y",-91.87564688,45.82318758,"E","side"
"105","1",2022-01-18,-1.79398148148148,-1.73579166666667,-1.06220833333333,-8.44444444444444,-3.153,-1.27,2.55555555555556,0.107,-0.817,0.0581898148148146,5.29144444444444,-2.44855555555556,"Spo",180,292,0,"n","y",-91.87564688,45.82318758,"E","side"
"106","1",2022-01-19,-15.212962962963,-8.28629166666667,-1.42291666666667,-19.5555555555556,-14.432,-1.929,-11.2777777777778,-3.271,-0.873,6.9266712962963,5.1235555555556,8.0067777777778,"Spo",160,284,0,"n","y",-91.87564688,45.82318758,"E","side"
